global_id,movieName,db_id,db_id
5686,薄荷刨冰(0),2567538,2567538
5687,情书(1998),1296852,1296852
5688,魔精(1986),1963478,1963478
5689,邪典录音室(2012),10571389,10571389
5690,狼族时代(2003),1306059,1306059
5691,一见钟情(1983),1293040,1293040
5692,情杀案中案(1983),1300963,1300963
5693,与安娜的四个夜晚(2008),3059472,3059472
5694,末路狂奔3(2005),1812388,1812388
5695,千面佳人(1966),1302463,1302463
5696,午夜之后狂恋(2004),1395547,1395547
5697,圣皮埃尔的寡妇(0),1301683,1301683
5698,留住有情人(1991),1301576,1301576
5699,姊妹坡(0),1306291,1306291
5700,三看御妹刘金定(1962),2156235,2156235
5701,海伦·凯勒(0),1297274,1297274
5702,傲慢与偏见：来场舞会吧(0),24695578,24695578
5703,柳林风声(1995),3258663,3258663
5704,金色大门(0),1858799,1858799
5705,折翼蝴蝶(0),1299528,1299528
5706,乾隆下扬州(1978),1303193,1303193
5707,死亡计中计(1982),1296397,1296397
5708,直到世界尽头(1991),1295897,1295897
5709,米老鼠温馨圣诞(1999),3056637,3056637
5710,友情天地(1995),1439921,1439921
5711,纽扣战争(0),1449946,1449946
5712,孩子那些事儿(2010),4804511,4804511
5713,天与地(1993),1300932,1300932
5714,男孩的生活(1993),1301806,1301806
5715,王者之旅(1993),1298591,1298591
5716,达瑟儿(2011),6523690,6523690
5717,追鱼(0),1937852,1937852
5718,爱听闻(1989),1294174,1294174
5719,灯塔路口(0),5092875,5092875
5720,红色羊齿草的故乡(2003),2117810,2117810
5721,狗狗与你的故事(0),4927336,4927336
5722,交通意外(1971),2007345,2007345
5723,无可救药爱上你(2002),1307672,1307672
5724,布拉格练习曲(2007),2003404,2003404
5725,混蛋(2011),5154104,5154104
5726,蝴蝶的舌头(1999),1306464,1306464
5727,真相(2015),25925430,25925430
5728,蜩之记(2014),21937456,21937456
5729,跳芭蕾舞的男孩(0),6829216,6829216
5730,不忠(2013),20482777,20482777
5731,怒火攻心(2006),1849959,1849959
5732,浣花洗剑(1982),1302739,1302739
5733,借口(0),1510388,1510388
5734,蜘蛛侠2(0),1308570,1308570
5735,绿灯侠：首次飞行(2009),3594463,3594463
5736,战鸽总动员(0),1309035,1309035
5737,的士飚花(2004),1309091,1309091
5738,鬼水怪谈(0),1309058,1309058
5739,海蒂(0),1925081,1925081
5740,超级大骗子(2002),1306443,1306443
5741,狱中豪杰(0),2364982,2364982
5742,小鬼闯埃及(0),2082214,2082214
5743,压榨(0),3073837,3073837
5744,水与火的传说(0),1428985,1428985
5745,模范家庭(2009),3233745,3233745
5746,天国逆子(0),1439713,1439713
5747,镜中的梦幻城(2002),1464450,1464450
5748,致命契约(0),1951164,1951164
5749,我的唯一(2009),3121610,3121610
5750,男生女生黑白配(0),1309024,1309024
5751,剩女也疯狂(0),3025666,3025666
5752,酒心情缘(0),1298042,1298042
5753,深渊(1989),1299560,1299560
5754,星际传奇3(2013),3652297,3652297
5755,恐怖列车(0),1300277,1300277
5756,潮性办公室(2011),6519514,6519514
5757,淑男奇遇记(0),6816357,6816357
5758,粉红豹2(2009),2133413,2133413
5759,神秘眼(1978),1292956,1292956
5760,鬼娃回魂2(1990),1293798,1293798
5761,飞侠哥顿(1980),1300778,1300778
5762,无言以对(2011),4074742,4074742
5763,洋妞到我家(2014),19962568,19962568
5764,福尔摩斯：海军协定(1984),3231166,3231166
5765,一场风花雪月的事(0),4237863,4237863
5766,恶魔蛙男(0),26661608,26661608
5767,瘦到死(1996),1293390,1293390
5768,布鲁斯—帕廷顿计划(0),3607057,3607057
5769,古宅迷踪(2013),10455077,10455077
5770,谜中谜(1963),1295187,1295187
5771,十字狂魔(0),1296474,1296474
5772,爱有来世(0),26652937,26652937
5773,灵猫 C.A.T(1987),3707511,3707511
5774,鬼哭神嚎(1979),1305385,1305385
5775,草叶(2009),2372389,2372389
5776,钟无艳(0),1308111,1308111
5777,旺角监狱(0),3998385,3998385
5778,鼓手(0),1424325,1424325
5779,九星报喜(1998),1303176,1303176
5780,两个人的房间(2008),2373282,2373282
5781,门徒(2007),1890784,1890784
5782,毁灭号地车(0),2346913,2346913
5783,拆弹专家(0),26748673,26748673
5784,怪物史瑞克2(2004),1291582,1291582
5785,惊声尖笑3(2003),1301861,1301861
5786,三毛从军记(1992),2132220,2132220
5787,阿Q正传(0),1306506,1306506
5788,奇怪的球赛(0),2407373,2407373
5789,小鸭嘎嘎(1980),3017500,3017500
5790,铁面人(1977),1844594,1844594
5791,海狼突击队(1980),1295346,1295346
5792,小飞龙(1979),1808049,1808049
5793,小猫钓鱼(1952),2123622,2123622
5794,天堂五分钟(2009),3095501,3095501
5795,野鹅敢死队(0),1304730,1304730
5796,无人知晓的波斯猫(0),3707151,3707151
5797,西部牛仔太空歌舞剧(2009),3451746,3451746
5798,父子情深(0),1440595,1440595
5799,棒球英豪 在你离开之后(1987),3103037,3103037
5800,爱子(0),3992376,3992376
5801,爱，不爱(0),5912977,5912977
5802,永不消逝的电波(1958),1431694,1431694
5803,春夏秋冬又一春(2003),1316580,1316580
5804,浮生若梦(1938),1300636,1300636
5805,男妇女主任(0),1783537,1783537
5806,我的老婆是大佬3(2006),1870118,1870118
5807,一页台北(2010),3217122,3217122
5808,铁拳(0),3148013,3148013
5809,大地飞鹰(0),3406784,3406784
5810,火云传奇(1994),1293518,1293518
5811,摇滚七十年代(2008),3077410,3077410
5812,小猪宝贝(0),1292765,1292765
5813,少年菀得(0),5985888,5985888
5814,蒙田大道(2006),1769020,1769020
5815,漠风(0),3035309,3035309
5816,地心历险记2：神秘岛(0),3606973,3606973
5817,老子说(2004),23954302,23954302
5818,小歌星(0),2993082,2993082
5819,绑架(0),2130121,2130121
5820,被解救的姜戈(2012),6307447,6307447
5821,临时同居(2014),25831326,25831326
5822,纯纯的爱(0),3042155,3042155
5823,夏日示爱(2013),19961119,19961119
5824,飞龙猛将(1988),1300714,1300714
5825,蓝胡子的第八任妻子(1938),1727777,1727777
5826,蜜月屠刀(0),2132410,2132410
5827,推理、讨论和叙述(1974),2969877,2969877
5828,老鼠嫁女(0),1849337,1849337
5829,在撒旦的阳光下(1987),1410735,1410735
5830,好血统(1979),1302064,1302064
5831,鼹鼠(1970),1401904,1401904
5832,爱奴(0),1307770,1307770
5833,永远的处女(1969),1438637,1438637
5834,闪闪的红星(0),1461985,1461985
5835,末代独裁(0),1900848,1900848
5836,机遇编年史的71块碎片(0),1437409,1437409
5837,没有过去的男人(0),1307790,1307790
5838,丑陋的罗马人(0),1304357,1304357
5839,恶魔之夜(0),1305431,1305431
5840,杀出银河系(1981),2070452,2070452
5841,夜行骇传(1990),1296923,1296923
5842,异形再现(1983),1306746,1306746
5843,混合(2010),2997019,2997019
5844,怪兽大聚会(1967),1298411,1298411
5845,丁丁与金羊毛号之谜(1961),1393480,1393480
5846,白魔鬼(1932),1294953,1294953
5847,浩劫妙冤家(2002),1305988,1305988
5848,春苗(1975),1301059,1301059
5849,甜蜜电影(1974),1466290,1466290
5850,405谋杀案(1980),1303698,1303698
5851,下水道(1957),1305647,1305647
5852,杀人漫画(0),24695966,24695966
5853,青春似火(1976),4246394,4246394
5854,晚餐游戏(0),1306472,1306472
5855,变幻的风(1962),2061896,2061896
5856,骑弹飞行(2004),1438633,1438633
5857,记忆提取(2012),10536969,10536969
5858,星图(0),11502912,11502912
5859,少年(2016),26754643,26754643
5860,记忆大师(0),25884801,25884801
5861,鬼马天师(1984),2250205,2250205
5862,吃货宇宙(2018),26791910,26791910
5863,空气侠(0),27064926,27064926
5864,蓝霹雳(1983),1292572,1292572
5865,灵魂大搜索(1980),1293762,1293762
5866,罗斯威尔(1994),1966544,1966544
5867,罪恶之家(0),2064935,2064935
5868,霹雳钻(1976),1301426,1301426
5869,灵婴(0),1305914,1305914
5870,甜蜜的背叛(1994),1301524,1301524
5871,白昼的恶魔(1966),1295172,1295172
5872,梦幻银河(0),1448827,1448827
5873,隐藏杀手(1987),1298395,1298395
5874,天兆(2002),1298328,1298328
5875,永不止步：戴维·寇克斯的故事(2007),2003388,2003388
5876,追讨者(0),1304697,1304697
5877,龙在中国(0),1301064,1301064
5878,五个光头的少年(1989),1401470,1401470
5879,破戒(0),1850670,1850670
5880,野孩子(1970),1300961,1300961
5881,漫长的告别(0),1299236,1299236
5882,猫眼看人(1985),1301621,1301621
5883,冒一切风险的阶级(1960),1783575,1783575
5884,大牌明星(2008),3010266,3010266
5885,铁路劳工(2013),7062367,7062367
5886,信任(1990),1471740,1471740
5887,大空港2013(0),24284844,24284844
5888,豪勇七蛟龙(1960),1303373,1303373
5889,魔鬼褓姆(1990),1300368,1300368
5890,蜘蛛之瞳(0),1764767,1764767
5891,猎杀红色十月(0),1293830,1293830
5892,大失踪(1982),1292927,1292927
5893,烽火怪杰(0),1305051,1305051
5894,大玩家(1992),1294726,1294726
5895,伟大诱惑(2013),22313102,22313102
5896,婴灵恶泣(2009),3011052,3011052
5897,致命报应(2007),1857086,1857086
5898,裂口女(2007),1979067,1979067
5899,朋友再见(1968),1916394,1916394
5900,鳟鱼(0),1304658,1304658
5901,夏日痴魂(1959),1292860,1292860
5902,孽扣(0),1293297,1293297
5903,黑夜造访(0),26815381,26815381
5904,壮志凌云(1986),1293799,1293799
5905,黑魔王(1985),1301416,1301416
5906,末日戒备(1997),1293506,1293506
5907,飞越美人谷(0),1298861,1298861
5908,感官新世界(1998),1306582,1306582
5909,战火爱火(0),1296231,1296231
5910,随心所欲的五月(2015),26433155,26433155
5911,烈火雄心(2004),1308758,1308758
5912,红男爵(0),2081871,2081871
5913,祖鲁战争(0),1297083,1297083
5914,少女情怀总是诗(1977),1301374,1301374
5915,橡树，十万火急(1973),1493589,1493589
5916,气球(2018),30192401,30192401
5917,天空上三公尺(2010),4836871,4836871
5918,今生今世(1967),1292502,1292502
5919,埃洛伊塞(2009),3742934,3742934
5920,越战创伤(1989),1299034,1299034
5921,垃圾箱里的婴儿(2008),3623844,3623844
5922,雪人情缘(1998),1299555,1299555
5923,重振雄风(0),1293612,1293612
5924,挡不住的奇迹(0),1302861,1302861
5925,十四岁的爱情(2009),4269487,4269487
5926,等待黎明(0),1987212,1987212
5927,逃学威凤(0),1395455,1395455
5928,替身演员(0),3346304,3346304
5929,黑暗中的音符(0),2136831,2136831
5930,镜中人(0),26942853,26942853
5931,阿瓦隆的迷雾(0),1308018,1308018
5932,虫洞效应(2007),1983125,1983125
5933,成为约翰·马尔科维奇(0),1292279,1292279
5934,大创业家(0),26280709,26280709
5935,奸臣(2015),25823840,25823840
5936,锦绣童年(1991),1301490,1301490
5937,立体小奇兵(0),1419937,1419937
5938,鬼娃回魂(1988),1300077,1300077
5939,非常小特务(2001),1302344,1302344
5940,阁楼里的花(1987),1303996,1303996
5941,十诫(0),1293692,1293692
5942,远大前程(1999),1294502,1294502
5943,惊变28天(2002),1306421,1306421
5944,铁面无私(0),1292532,1292532
5945,间谍之桥(0),25908051,25908051
5946,蒙娜丽莎的微笑(2003),1303010,1303010
5947,太空先锋(1983),1293371,1293371
5948,决战犹马镇(2007),1793904,1793904
5949,父辈的旗帜(2006),1478066,1478066
5950,世界上最大的商店(0),1826748,1826748
5951,冒名顶替(2001),1304209,1304209
5952,初恋的回忆(2002),1306213,1306213
5953,追捕(1994),1937715,1937715
5954,第六日(2000),1294893,1294893
5955,依然如是(2012),11591779,11591779
5956,第81届奥斯卡颁奖典礼(2009),3444869,3444869
5957,第78届奥斯卡颁奖典礼(2006),1776569,1776569
5958,第76届奥斯卡颁奖典礼(0),1463115,1463115
5959,公主复仇记(2004),1329286,1329286
5960,三岔口(0),1310185,1310185
5961,新警察故事(2004),1306160,1306160
5962,麦兜，菠萝油王子(2004),1308858,1308858
5963,一碌蔗(2002),1307876,1307876
5964,马粥街残酷史(2004),1395231,1395231
5965,虎胆龙威3(1995),1299837,1299837
5966,非常突然(1998),1299782,1299782
5967,铁三角(0),1866131,1866131
5968,狗咬狗(2006),1853160,1853160
5969,八毫米(1999),1296153,1296153
5970,看车人的七月(0),1915342,1915342
5971,求求你，表扬我(2005),1438041,1438041
5972,名侦探柯南：银翼的魔术师(0),2357711,2357711
5973,完美风暴(0),1293815,1293815
5974,后天(0),1308779,1308779
5975,蜂蜜与四叶草(2006),1796053,1796053
5976,六楼后座(0),1307449,1307449
5977,中央车站(0),1292218,1292218
5978,香草(0),2045564,2045564
5979,死亡录像2(2009),3105162,3105162
5980,基督再临(2010),2983986,2983986
5981,好奇害死猫(0),1861411,1861411
5982,最长的一码(2005),1309050,1309050
5983,爱情的牙齿(2006),3149087,3149087
5984,时间(2006),1763132,1763132
5985,爱情任务(2007),2279821,2279821
5986,谍影重重2(2004),1308767,1308767
5987,造雨人(1997),1298047,1298047
5988,杀戮时刻(1996),1293766,1293766
5989,法官老爹(2014),10546747,10546747
5990,董存瑞(1955),1482709,1482709
5991,埋伏(0),1300019,1300019
5992,名侦探柯南：贝克街的亡灵(0),2286642,2286642
5993,名侦探柯南：绀碧之棺(0),2357717,2357717
5994,古畑任三郎完结篇 重生之死(2006),10558405,10558405
5995,七天(0),2999500,2999500
5996,假面(2007),3263169,3263169
5997,蓝与白形成的蔚蓝色(2001),2279811,2279811
5998,足球尤物(0),1466897,1466897
5999,夏天协奏曲(2009),4023725,4023725
6000,行动目标希特勒(0),2028647,2028647
6001,白丝带(2009),2464346,2464346
6002,母子情深(2006),2020140,2020140
6003,大决战之辽沈战役(1990),1424552,1424552
6004,234说爱你(2015),20472738,20472738
6005,你好，疯子！(2016),26696879,26696879
6006,好男好女(1995),1294735,1294735
6007,眼线(1962),1466414,1466414
6008,夜魔(2009),2252778,2252778
6009,豺狼的日子(1973),1293835,1293835
6010,意外的旅程(0),1293125,1293125
6011,高卢勇士斗凯撒(0),2994893,2994893
6012,情陷夜巴黎(0),1301675,1301675
6013,梅子鸡之味(2011),5151357,5151357
6014,烈血大风暴(0),1300365,1300365
6015,为年轻刽子手的辩护(1970),1790990,1790990
6016,绘图师的合约(0),1292494,1292494
6017,三个火枪手(2004),1916616,1916616
6018,可玛猫(2009),2310047,2310047
6019,鲁邦三世：一美元战争(0),3421884,3421884
6020,刁蛮公主(1953),1300103,1300103
6021,拉凡德山的暴徒(1951),1296389,1296389
6022,战国野郎(1963),3150662,3150662
6023,赌城风云(1995),1299799,1299799
6024,一个警察局长对共和国检察官的自白(0),1432234,1432234
6025,甜蜜的人生(2005),1401383,1401383
6026,各怀鬼胎(2001),1305540,1305540
6027,圣诗复仇(1999),1420077,1420077
6028,双重人格(2013),10466617,10466617
6029,夺魄冤魂(1980),1422279,1422279
6030,爱我就让我快乐(0),1293097,1293097
6031,大家，再见(0),10540077,10540077
6032,鲁邦三世Episode：0 初次交锋(2002),3228421,3228421
6033,冰海沉船(1958),1292890,1292890
6034,贝隆夫人(0),1295804,1295804
6035,斗牛士(1986),1297673,1297673
6036,恶童日记(0),3871780,3871780
6037,十字架(2004),1431756,1431756
6038,天井桟敷?寺山修司?毛皮之玛丽(0),11527494,11527494
6039,人类学入门(1966),1299038,1299038
6040,我出生了，但……(0),1299360,1299360
6041,圣血(1989),1295255,1295255
6042,愤怒的帕索里尼(2008),3625080,3625080
6043,扎布里斯基角(1970),1293623,1293623
6044,脑髓地狱(1988),1437495,1437495
6045,南方(1983),1477717,1477717
6046,大兵罗密欧(0),4005199,4005199
6047,达摩为何东渡？(1989),1308461,1308461
6048,快餐国家(2006),1839741,1839741
6049,夜船(1979),3314650,3314650
6050,电影社会主义(2010),3743039,3743039
6051,郊游(0),10771216,10771216
6052,魔鬼之血(0),1297364,1297364
6053,心灵访客(0),1301172,1301172
6054,狂野的爱(1985),1302223,1302223
6055,蒙巴尔纳斯19号(0),1432732,1432732
6056,新平家物语(0),1303565,1303565
6057,诱惑我小妈(0),1306143,1306143
6058,奶爸难当(2014),24878423,24878423
6059,家有活宝(0),26087370,26087370
6060,夏至(2015),26607530,26607530
6061,雪夫人绘图(0),3135551,3135551
6062,风中的母鸡(1948),1307049,1307049
6063,流浪记(1956),1467020,1467020
6064,1915年的卡蜜儿(0),6795226,6795226
6065,丹下左膳余话·百万两之壶(1935),1468280,1468280
6066,元禄忠臣藏前篇(0),1298969,1298969
6067,宫本武藏(1954),1296228,1296228
6068,丘吉尔的秘密(2016),26412593,26412593
6069,无处的男孩(2009),3155961,3155961
6070,最坏的一天(2016),26610877,26610877
6071,相拥一家亲(2013),19935915,19935915
6072,日本的悲剧(1953),1306483,1306483
6073,我想成为贝壳(2008),2174127,2174127
6074,玛格丽特(2015),26326703,26326703
6075,骤雨(0),1300492,1300492
6076,啊，春天(0),1477917,1477917
6077,伤痕累累的恶魔(2017),26771964,26771964
6078,摇滚学徒(2017),26717074,26717074
6079,赤贫的19岁(0),3016169,3016169
6080,血与骨(0),1388176,1388176
6081,兆治酒馆(1983),1307053,1307053
6082,棒球英豪(0),1463787,1463787
6083,乌冬(2006),1788402,1788402
6084,浓汤歌剧(2010),4303615,4303615
6085,太阳之歌(0),1918027,1918027
6086,去见小洋葱的母亲(2013),11523496,11523496
6087,逝纸(0),3003826,3003826
6088,触摸(0),20374413,20374413
6089,肩外的恋人(2007),3026008,3026008
6090,图书馆战争2：最后的任务(2015),26259644,26259644
6091,野兽(0),1463243,1463243
6092,意外的人生(0),1301433,1301433
6093,火车上的男人(2002),1298350,1298350
6094,永远年轻(0),26756293,26756293
6095,偷吻(0),1298197,1298197
6096,杀手面包师(2007),3034601,3034601
6097,白河夜船(2015),26265099,26265099
6098,车祸(1967),1294975,1294975
6099,布勒斯特之女(2016),26615600,26615600
6100,尘世之间(2002),1297605,1297605
6101,希波克拉底(2014),25862325,25862325
6102,单车上的阿尔西斯特(2013),20276525,20276525
6103,无物申报(0),4097466,4097466
6104,帕拉迪姆大巴(2010),3671962,3671962
6105,女伯爵(0),2075147,2075147
6106,浪得过火(1996),1302474,1302474
6107,控制(2007),2078906,2078906
6108,年轻姑娘(1937),1296531,1296531
6109,霓虹心(2009),3285180,3285180
6110,荣耀三九年(2009),3287615,3287615
6111,亚特兰大号(1934),1299433,1299433
6112,迈克尔·克莱顿(2007),1905790,1905790
6113,饥饿(2008),3070921,3070921
6114,基本粒子(0),1477316,1477316
6115,无政府主义者的妻子(2008),3148703,3148703
6116,马蒂事件(1972),1305750,1305750
6117,在人生的另一边(2007),2005723,2005723
6118,双枪男人(0),6873153,6873153
6119,好天气(1955),1301255,1301255
6120,两情相悦(1935),1721361,1721361
6121,寅次郎的故事17：再见夕阳(0),1981201,1981201
6122,锦囊妙计(1961),1303296,1303296
6123,大侦探对大明星(0),1293547,1293547
6124,痴汉艳娃(1960),1293281,1293281
6125,周日总是下雨天(0),1865618,1865618
6126,舞力对决(2010),3775163,3775163
6127,辣身舞(0),1293293,1293293
6128,伊莎朵拉(1968),1295951,1295951
6129,雾的子午线(0),1482926,1482926
6130,我要回家(2001),1297155,1297155
6131,杀手(0),2159668,2159668
6132,曾经沧海难为水(1974),1296596,1296596
6133,武藏野夫人(1951),1466790,1466790
6134,精武英雄(0),1292895,1292895
6135,僵尸大时代(2002),1307864,1307864
6136,监狱风云(1987),1293422,1293422
6137,人民英雄(0),1304753,1304753
6138,野·良犬(2007),2064441,2064441
6139,无间道2(0),1307106,1307106
6140,机器侠(2009),3990500,3990500
6141,酒徒(0),4195726,4195726
6142,虎！虎！虎！(1970),1294562,1294562
6143,一声叹息(2000),1305703,1305703
6144,集结号(2007),1907464,1907464
6145,座头市(2003),1300752,1300752
6146,阿基里斯与龟(2008),3039187,3039187
6147,上海皇帝之雄霸天下(1993),1303170,1303170
6148,誓不忘情(0),1304131,1304131
6149,奔腾年代(2003),1307535,1307535
6150,早间主播(2010),3392569,3392569
6151,台北晚九朝五(0),1304337,1304337
6152,奶奶强盗团(2010),4300640,4300640
6153,僵尸肖恩(2004),1308755,1308755
6154,憨豆的黄金周(2007),1829654,1829654
6155,亲密如贼(2009),2338069,2338069
6156,玩尽杀绝3：钻石计划(2005),1419978,1419978
6157,生化危机(0),1306809,1306809
6158,致命紫罗兰(2006),1474203,1474203
6159,蝙蝠侠：元年(2011),5150481,5150481
6160,寂静岭(2006),1466007,1466007
6161,蔷花，红莲(2003),1308047,1308047
6162,勇敢者的游戏(1995),1294990,1294990
6163,偶滴神啊(2012),19945757,19945757
6164,小萝莉的猴神大叔(0),26393561,26393561
6165,灌篮高手 剧场版2(1994),4928748,4928748
6166,绿野仙踪(1939),1292625,1292625
6167,海蒂和爷爷(0),25958717,25958717
6168,虎胆龙威4(0),1401535,1401535
6169,海军陆战队员4(2015),26351660,26351660
6170,荣耀法则(2016),26381649,26381649
6171,极度深寒(1998),1293515,1293515
6172,极乐同盟(1996),1308450,1308450
6173,化身博士(1931),1293893,1293893
6174,上帝之国(0),26781703,26781703
6175,超人：布莱尼亚克的攻击(2006),3580759,3580759
6176,钢之炼金术师(2017),26761256,26761256
6177,浪漫风暴(1996),1417370,1417370
6178,父子(2006),1727557,1727557
6179,他人之颜(0),1432779,1432779
6180,御用金(1969),1299254,1299254
6181,母与子(1997),1304870,1304870
6182,血鹦鹉(0),2356969,2356969
6183,蝙蝠传奇(1978),1306997,1306997
6184,茅山僵尸拳(1979),1481829,1481829
6185,少林三十六房(1978),1390006,1390006
6186,少林搭棚大师(0),1302531,1302531
6187,大兵小将(0),3279107,3279107
6188,神雕侠侣(1982),2084622,2084622
6189,卖命小子(1979),1307124,1307124
6190,铁旗门(1980),1855629,1855629
6191,复仇者之死(0),4291272,4291272
6192,九度空间(2007),2173673,2173673
6193,中国轮盘(1976),1300050,1300050
6194,上升(0),1303255,1303255
6195,我的最爱(2008),3015835,3015835
6196,魔鬼·性·狂想曲(0),1306136,1306136
6197,在希尔维亚城中(2007),2156060,2156060
6198,狂野天真(2001),1304340,1304340
6199,鬼猫凶宅(1958),1771463,1771463
6200,哨兵(0),1293479,1293479
6201,雷蒙纳多·乔(1964),1757927,1757927
6202,消防员舞会(0),1303080,1303080
6203,甜蜜的生活(1960),1293271,1293271
6204,夜来香(1952),1299390,1299390
6205,浮生狂想曲(1999),1295268,1295268
6206,安娜·卡拉马佐夫(1991),2278776,2278776
6207,欲念浮动(1974),2081359,2081359
6208,被窃油画的假设(1979),1806128,1806128
6209,撒旦的面具(1960),1305956,1305956
6210,铁窗喋血(1967),1293698,1293698
6211,水中女妖(2006),1441473,1441473
6212,质数的孤独(2010),3750103,3750103
6213,夜以继夜(2001),1864355,1864355
6214,射雕英雄传(0),1298676,1298676
6215,伸冤记(0),1301234,1301234
6216,街道(1923),3567864,3567864
6217,烈火中永生(1965),1807966,1807966
6218,天堂可以等待(0),1293608,1293608
6219,天津闲人(2012),10864754,10864754
6220,冒险乐园(2009),2265098,2265098
6221,飞不了的沉默(1966),3441354,3441354
6222,大刺客(1967),1432347,1432347
6223,冰风暴(1997),1300930,1300930
6224,禁欲者(2009),3407564,3407564
6225,谍魂(1969),1301235,1301235
6226,过往(0),10765742,10765742
6227,天生爱情狂(0),10456963,10456963
6228,不是为了爱情(1980),3236145,3236145
6229,远大前程(0),6731993,6731993
6230,独自在夜晚的海边(2017),26718282,26718282
6231,京骚戏画(0),6110549,6110549
6232,我的唐朝兄弟(2009),3227266,3227266
6233,美丽密令(2010),4100696,4100696
6234,财神客栈(0),4707596,4707596
6235,八部半(1963),1361276,1361276
6236,砂之器(1974),1299195,1299195
6237,理发师陶德(2007),1820145,1820145
6238,阿育王(0),1302457,1302457
6239,算计：七天的死亡游戏(2010),4265409,4265409
6240,吸血莱恩(2005),1441293,1441293
6241,赌一把 总头目之位(1968),3154844,3154844
6242,罗宾汉历险记(1938),1300570,1300570
6243,野兽之剑(0),1434330,1434330
6244,变蝇人(1986),1293073,1293073
6245,武士道残酷物语(0),1438600,1438600
6246,冷血奇兵(0),1296990,1296990
6247,绝代双骄(1992),1295987,1295987
6248,飞天舞(0),1303714,1303714
6249,沉默(0),1958039,1958039
6250,对花枪(1985),2340946,2340946
6251,水泥花园(0),1303916,1303916
6252,丰臣公主(0),4751198,4751198
6253,稻草人(1987),1308607,1308607
6254,养鸭人家(1965),4063400,4063400
6255,维荣的妻子：樱桃与蒲公英(0),3139119,3139119
6256,华之乱(0),1308506,1308506
6257,我的美女老板(2010),4275502,4275502
6258,玩尽杀绝4：四人组(2010),4099520,4099520
6259,异种2(0),1295204,1295204
6260,八月照相馆(1998),1306471,1306471
6261,丹下左膳之飞燕居合斩(0),1787518,1787518
6262,速度与激情6(2013),6537500,6537500
6263,笑拳怪招(1979),1295273,1295273
6264,解救吾先生(2015),25798448,25798448
6265,弓(2005),1394424,1394424
6266,大逃杀(2000),1292444,1292444
6267,初到东京(0),6428132,6428132
6268,超级英雄(0),4043647,4043647
6269,星际旅行3：石破天惊(1984),1294015,1294015
6270,今天(2011),5294326,5294326
6271,阿金(1996),1295555,1295555
6272,上海假期(1991),1306970,1306970
6273,恩娇(2012),6710798,6710798
6274,南汉山城(2017),26800978,26800978
6275,早安台北(0),1305181,1305181
6276,007别传之皇家夜总会(1967),1294814,1294814
6277,咖啡公社(2016),26340522,26340522
6278,复制贝多芬(0),1850660,1850660
6279,电车男SP：最后的圣战(2006),1889323,1889323
6280,神秘日(2010),4942761,4942761
6281,安全没有保障(0),6875412,6875412
6282,移魂女郎(0),1296185,1296185
6283,恶魔(0),1293213,1293213
6284,致命赌局(1990),1296168,1296168
6285,换子疑云(0),2028666,2028666
6286,熔炉(0),5912992,5912992
6287,隔绝(0),4846693,4846693
6288,橄榄树下的情人(0),1303465,1303465
6289,初恋50次(0),1309172,1309172
6290,和声(2010),4861627,4861627
6291,竞雄女侠秋瑾(0),5924360,5924360
6292,3D铁三角(0),21339366,21339366
6293,午夜牛郎(1969),1297628,1297628
6294,湘女萧萧(1986),1434275,1434275
6295,意外的真相(0),26411846,26411846
6296,恐怖直播(0),21360417,21360417
6297,斯图尔特：倒带人生(0),2133337,2133337
6298,人间失格(2010),3439340,3439340
6299,笑之大学(2004),1328665,1328665
6300,恋爱行星(0),1307706,1307706
6301,玩乐时间(0),1303543,1303543
6302,大而不倒(2011),6013501,6013501
6303,牛皮2(2009),3707094,3707094
6304,找乐(1993),1394495,1394495
6305,塞瑟岛之旅(1984),1294534,1294534
6306,我好奇之黄(1967),1401623,1401623
6307,奥林匹斯的陷落(2013),10743974,10743974
6308,撞车(2004),1388216,1388216
6309,踏血寻梅(2015),25966085,25966085
6310,日出(1956),3072284,3072284
6311,功夫熊猫3(0),11589036,11589036
6312,玛戈王后(1994),1300802,1300802
6313,舞台姐妹(1964),1424632,1424632
6314,男人的世界(1987),4172534,4172534
6315,喜欢你(2017),26816383,26816383
6316,蒲公英(1985),1294009,1294009
6317,无限之住人(0),26635323,26635323
6318,摇滚芭比(0),1301926,1301926
6319,东尼泷谷(0),1351675,1351675
6320,奥利最开心的一天(2016),26717467,26717467
6321,咸鱼翻生(0),1303952,1303952
6322,杂家小子(1979),1304401,1304401
6323,潜伏(2010),4817901,4817901
6324,密室之不可告人(0),4894075,4894075
6325,破胆三次(1981),1303586,1303586
6326,鬼界超级混蛋(0),2024968,2024968
6327,邪完再邪(1982),1770344,1770344
6328,打鬼王(2002),1309094,1309094
6329,妖夜传说(0),1294697,1294697
6330,第四类接触(2009),3041261,3041261
6331,哥特风格(1986),1297049,1297049
6332,枕边的男人(0),3212306,3212306
6333,机器人大爷(2012),6006335,6006335
6334,铁男1：金属兽(1989),1307800,1307800
6335,神秘巨星(2017),26942674,26942674
6336,杀人偶(1988),3600701,3600701
6337,起死回生(0),24704130,24704130
6338,哆啦A梦：新·大雄的日本诞生(0),26527993,26527993
6339,了不起的菲丽西(2016),26382767,26382767
6340,有完没完(0),26828019,26828019
6341,监狱犬计划(2018),27166974,27166974
6342,烽火芳菲(0),25865831,25865831
